filename,model,line_count,job_count,step_count,section_1.1,section_1.2,section_1.3,section_1.4,section_1.5,section_2.1,section_2.2,section_2.3,section_2.4,section_2.5,section_2.6,section_2.7,section_2.8,section_2.9,section_2.10,section_2.11,section_3.1,section_3.2,section_3.3,section_3.4,section_3.5,section_3.6,section_3.7,section_3.8,section_4.1,section_4.2,section_4.3,section_4.4,section_4.5,section_5.1,section_5.2,section_5.3,section_5.4,section_5.5,section_5.6,section_5.7,section_5.8,section_5.9,section_5.10,section_5.11,section_5.12,section_5.13,section_5.14,section_5.15,section_5.16,section_6.1,section_6.2,section_6.3,section_6.4,section_6.5,section_6.6,section_6.7,section_6.8,section_6.9,section_6.10,section_6.11,section_6.12,section_6.13,section_6.14,section_6.15,section_6.16,section_6.17,section_6.18,section_6.19,section_6.20,section_6.21,section_6.22,section_6.23,section_6.24,section_6.25,section_6.26,section_6.27,section_6.28,section_6.29,section_6.30,section_7.1,section_7.2,section_7.3,section_8.1,section_8.2,section_8.3,section_9.1,section_9.2,section_9.3,section_9.4,section_9.5,section_10.1,section_10.2,section_10.3,section_10.4,section_10.5,section_10.6,section_11.1,section_11.2,section_11.3,section_11.4,section_11.5,section_11.6,section_11.7,section_12.1,section_12.2
java/DependencyTrack@hyades/gha_build-native-vulnerability-analyzer.yml,mistral:7b,31,1,1,Yes.,Yes.,N/A.,No. No workflow-level description provided.,Yes.,Yes.,No. Missing event specification in the on block.,N/A.,N/A.,N/A.,N/A.,N/A.,N/A.,N/A.,N/A.,No. Missing branch filtering in push event filter.,Yes.,N/A.,"No. The workflow could potentially be simplified by consolidating steps into a single job, but it is not clear if this would be beneficial in this case.",N/A.,Yes.,N/A.,N/A.,N/A.,Yes.,No. jobs.call-build.uses does not explicitly set the shell.,Yes.,N/A. Environment variables are not hardcoded within individual steps in this configuration.,N/A. The workflow does not contain multiple steps or jobs to compare consistency across.,Yes.,N/A.,N/A.,Yes.,N/A.,N/A.,N/A.,N/A.,N/A.,N/A.,Yes.,N/A.,N/A.,N/A.,N/A.,N/A.,Yes.,Yes.,"Yes. The runner is not explicitly specified, but it defaults to ubuntu-latest.",Yes.,N/A.,No. No validation for user inputs is provided.,No. No input validation is provided.,N/A.,N/A.,N/A.,Yes. The third-party action 'actions/checkout' is pinned to the latest version.,No. No failure handling or notification mechanisms are provided.,N/A.,N/A.,N/A.,N/A.,N/A.,N/A.,N/A.,N/A.,N/A.,N/A.,N/A.,N/A.,N/A.,N/A.,N/A.,N/A.,N/A.,N/A.,Yes.,"No. Jobs are not explicitly defined to finish before another one starts, but the order is implicitly determined by the on event and the jobs definition.",Yes.,Yes.,Yes.,N/A.,Yes.,No. No explicit concurrent limits are set. Default limit is 1.,Yes.,Yes.,Yes.,Yes.,N/A.,No. The timeout value is not explicitly set for the job 'call-build'. It can be added as 'timeout-minutes' under jobs.call-build.,No. A global timeout limit for all jobs is not defined in this workflow. This can be achieved by adding a 'timeout-minutes' key at the workflow level.,N/A.,"No. As mentioned in answer 3, there is no explicit timeout set for the job 'call-build'. Indefinite execution due to stuck processes might occur if not addressed.",Yes.,Yes.,N/A.,N/A.,N/A.,No. Matrix variables are not validated.,N/A.,Yes.,N/A.
java/Difegue@DoujinSoft/gha_backup.yml,mistral:7b,20,1,2,Yes.,Yes.,No. The validation of 'tag_name' is not provided in the configuration.,N/A.,Yes.,"No. The trigger is a schedule, but it could be more specific if desired.",Yes.,N/A.,N/A.,Yes.,N/A.,N/A.,N/A.,N/A.,No. The runner is using 'ubuntu-latest'.,N/A.,N/A.,No. GITHUB_TOKEN access level is not controlled at workflow or job level.,Yes.,No. Tokens used for publishing artifacts are not scoped specifically to the job and stored securely.,N/A.,N/A.,N/A.,N/A.,Yes.,"No. jobs.backup.steps[0].name does not explicitly set the shell, but it uses a predefined action (wei/wget@v1) which defaults to sh.",Yes.,"N/A. The environment variables are hardcoded within individual steps, so they are not defined at the appropriate scope (workflow or job level).","No. jobs.backup.steps[1].uses does not explicitly set the working directory, and it relies on the default working directory of the action.",Yes.,No. Environment variables are not defined for all jobs and specific steps.,N/A.,Yes.,N/A.,N/A.,N/A.,No. Tool and dependency versions are not managed in a maintainable way.,N/A.,N/A.,Yes.,Yes.,N/A.,Yes.,No. Excessive environment variables set using $GITHUB_ENV.,No. Missing required environment variable 'MEGA_USERNAME' in Upload backup to MEGA job.,Yes.,Yes.,Yes.,N/A.,No. Secrets are hardcoded in the YAML file.,N/A.,N/A.,N/A.,N/A.,N/A.,No. Third-party actions are not pinned to specific commit SHAs.,N/A.,N/A.,N/A.,N/A.,N/A.,N/A.,N/A.,N/A.,N/A.,N/A.,N/A.,N/A.,N/A.,"No. The workflow is not designed according to best practices regarding security, modularity, and maintainability.",N/A.,N/A.,N/A.,"No. Jobs are not modular with setup, testing, and deployment clearly separated.",N/A.,Yes.,"No. Jobs do not have explicit dependencies defined, they run sequentially.",Yes.,Yes.,Yes.,N/A.,No. Concurrency is not explicitly configured.,N/A. The question does not relate to the configuration provided.,N/A. The question does not relate to the configuration provided.,N/A. The question does not relate to the configuration provided.,No. Concurrency is not explicitly configured.,Yes.,N/A.,No. No timeout value is explicitly set for the job in the YAML file.,No. No timeout value is defined for the workflow as a whole.,N/A.,Yes.,Yes.,Yes.,N/A. The provided workflow does not use duplicate-skipping strategies.,N/A. The provided workflow does not use dynamic or scoped cache keys.,N/A. Dependency caching is not implemented in the provided workflow.,N/A. Matrix variables are not defined in the provided workflow.,N/A. The provided workflow does not use matrix jobs.,Yes.,N/A.
java/Ellpeck@NaturesAura/gha_release.yml,mistral:7b,39,1,5,Yes.,Yes.,No. The input 'tag_name' is not validated for expected formats.,N/A.,Yes.,Yes.,No. Missing event specification in push trigger.,N/A.,N/A.,N/A.,N/A.,N/A.,Yes. Using actions/cache@v4 with a key based on hashed files.,N/A.,No. Runners are not explicitly versioned.,No. Missing branch filtering in push event.,Yes.,No. Access level for the GITHUB_TOKEN is not controlled at workflow or job level.,N/A. The provided configuration does not show job dependencies.,No. Tokens used for publishing artifacts are not scoped specifically to the job and stored securely.,Yes.,N/A. Permissions are not explicitly defined in the provided configuration.,N/A. Job-level or workflow-level permissions are not shown in the provided configuration.,N/A. Job permissions are not explicitly scoped in the provided configuration.,Yes.,Yes.,Yes.,Yes.,N/A.,Yes.,Yes.,N/A. No validation is shown in the provided workflow.,Yes.,N/A. Credentials are not explicitly managed or hardcoded in this example.,N/A. curl usage is not shown in the provided workflow.,N/A. Docker build process details are not shown in the provided workflow.,Yes.,N/A. No elevated privileges or sudo usage is shown in the provided workflow.,N/A. Docker build process details are not shown in the provided workflow.,N/A. Container images are not explicitly defined in this example.,Yes.,Yes.,Yes.,N/A. Environment variables scoping is not shown in the provided workflow.,N/A. Required environment variable 'WEB3_PROVIDER_URL' is not used in this job.,Yes.,Yes.,Yes.,N/A.,N/A.,N/A.,N/A.,N/A.,Yes.,N/A.,No. Uses generic version instead of pinned commit SHA.,N/A.,N/A.,"Yes. Partially Yes, using keys like 'ubuntu-latest' which may not be relevant across all environments.",N/A.,N/A.,N/A.,N/A.,N/A.,N/A.,N/A.,N/A.,N/A.,Yes.,"Yes. Partially Yes, workflow is designed but could be more modular and maintainable.",N/A.,N/A.,N/A.,"No. Lack of modular structure, no separate job for testing in workflow.",N/A.,Yes.,No. No explicit job dependencies are defined.,Yes.,Yes.,Yes.,N/A.,No. Concurrency is not explicitly configured.,N/A. The question does not relate to the configuration provided.,N/A. The question does not relate to the configuration provided.,N/A. The question does not relate to the configuration provided.,No. Concurrency is not explicitly configured.,Yes.,N/A.,Yes. jobs.release.timeout-minutes,Yes. The timeout is defined for the job (jobs.release),"Yes. Appropriate timeouts are configured for steps within the job (e.g., actions/checkout@v4, actions/setup-java@v4, actions/cache@v4)",Yes.,Yes.,Yes.,N/A. The provided workflow does not use duplicate-skipping strategies.,Yes.,Yes.,No. Matrix variable 'python-version' is not defined in the provided workflow.,N/A. The provided workflow does not use matrix jobs.,Yes.,N/A.
java/Erudika@para/gha_latest-base.yml,mistral:7b,39,1,6,Yes.,Yes.,No. The input 'tag_name' is not validated for expected formats.,N/A.,Yes.,No. The workflow is triggered only for the master branch.,Yes.,N/A.,N/A.,N/A.,N/A.,N/A.,N/A.,N/A.,No. The runner is using 'ubuntu-latest'.,No. The push event filter does not include branch filtering.,No. Least privilege is not explicitly enforced.,Yes.,N/A. The workflow does not show job dependencies.,N/A. No tokens are used for publishing or releasing artifacts in this configuration.,Yes.,N/A. Permissions are not explicitly defined in the provided configuration.,N/A. Job-level permissions are not shown in the provided configuration.,N/A. Job permissions are not explicitly scoped in the provided configuration.,Yes.,No. jobs.build.steps[3].run does not explicitly set the shell.,Yes.,"N/A. The environment variables are hardcoded within individual steps, not defined at the appropriate scope.",No. jobs.build.steps[3] uses a different shell (run) compared to other steps.,Yes.,N/A.,N/A.,Yes.,N/A.,N/A.,N/A.,Yes.,N/A.,N/A.,N/A.,N/A.,N/A.,Yes.,N/A.,N/A.,Yes.,Yes.,Yes.,N/A.,No. Secrets are hardcoded in the YAML file.,N/A.,N/A.,N/A.,Yes.,Yes.,No. Third-party actions are not pinned to specific commit SHAs.,N/A.,N/A.,Yes.,N/A.,N/A.,No. Command-line tools are not wrapped with proper failure detection.,N/A.,N/A.,N/A.,N/A.,N/A.,N/A.,Yes.,N/A.,N/A.,N/A.,N/A.,"No. There is no clear separation between setup, testing, and deployment.",N/A.,Yes.,No. No explicit job dependencies are defined.,Yes.,Yes.,Yes.,N/A.,No. Concurrency is not explicitly configured.,N/A. The configuration does not limit concurrent runs of a workflow or job.,N/A. The configuration does not control concurrent executions of the workflow.,N/A. The configuration does not manage parallel executions safely.,No. Concurrency is not explicitly configured to prevent overlapping runs.,Yes.,N/A.,No. No explicit timeout value is set for the job in the YAML file.,No. No explicit timeout value is defined for the workflow or jobs within it.,N/A.,N/A.,Yes.,No. Matrix builds and fail-fast behavior are not defined.,N/A.,No. A caching strategy does not use dynamic or scoped cache keys.,No. Dependency caching is not implemented using 'actions/cache' or similar.,N/A.,No. No caching mechanism is used to store dependencies within matrix jobs.,Yes.,N/A.
java/Erudika@scoold/gha_tag.yml,mistral:7b,42,1,7,Yes.,Yes.,No. The input 'tag_name' is not explicitly validated in the provided YAML.,N/A.,Yes.,Yes.,No. on event types are not explicitly specified.,N/A. The runner image is not pinned to a specific version.,N/A. The runner image version is not compared with an up-to-date one.,N/A. No schedule configuration is provided.,N/A. pull_request_target event is used but no safeguards are explicitly mentioned.,N/A. The fetch-depth parameter is not specified in actions/checkout.,N/A. No dependencies are pinned to specific versions.,N/A. Fragile synchronization methods like 'sleep' or 'xvfb-run' are not used.,N/A. The runner is not explicitly versioned.,No. Missing branch filtering in push event filter.,Yes.,No. The access level for the GITHUB_TOKEN is not controlled at workflow or job level.,N/A. There are no dependencies between jobs in this workflow.,No. Tokens used for publishing artifacts (Docker Hub) are not scoped specifically to the job and stored securely.,Yes.,N/A. Permissions are not explicitly defined in this configuration.,N/A. Workflow-level permissions are not defined in this configuration.,N/A. Job permissions are not explicitly scoped in this configuration.,Yes.,No. jobs.build.steps[3].run does not explicitly set the shell.,Yes.,"N/A. The environment variable 'RELEASE_VERSION' is not critical and is defined within a step, but it could be moved to workflow or job level for better organization.",No. jobs.build.steps[3] uses docker/login-action@v1 which may have different default shell settings than other steps.,Yes.,N/A.,N/A.,Yes.,N/A.,N/A.,N/A.,Yes.,N/A.,N/A.,N/A.,N/A.,N/A.,Yes.,N/A.,N/A.,Yes.,Yes.,Yes.,N/A.,N/A.,N/A.,N/A.,N/A.,Yes. (Docker Buildx and docker/build-push-action@v2 caching),N/A.,No. Uses generic commit SHAs for actions/checkout@v2,N/A.,N/A.,Yes. (avoids keys like linux-build-ubuntu-latest),N/A.,N/A.,N/A.,N/A.,N/A.,N/A.,N/A.,N/A.,N/A.,Yes. (actions/cache@v2 caching),N/A.,N/A.,N/A.,N/A.,"No. Lack of modular structure, no separate job for testing in workflow",N/A.,Yes.,No. No explicit job dependencies are defined.,Yes.,Yes.,Yes.,N/A.,No. Concurrency is not explicitly configured.,N/A. Concurrency limits are not applicable in this workflow as it only contains a single job.,N/A. Concurrency control for preventing overlapping or duplicate workflow executions is not implemented.,N/A. Concurrency control for managing parallel executions safely is not implemented.,No. A concurrency key is not used to prevent overlapping runs where necessary.,Yes.,N/A.,No. No explicit timeout value is set for the job in the YAML file.,No. No explicit timeout value is defined for the workflow or jobs within it.,N/A.,Yes.,Yes.,No. Missing matrix and fail-fast behavior definitions.,N/A.,N/A.,N/A.,No. Matrix variables are not validated or constrained.,N/A.,Yes.,N/A.
java/EternalCodeTeam@EternalCore/gha_autoapprove.yml,mistral:7b,12,1,1,Yes.,Yes.,N/A. The provided configuration does not include validation for inputs like 'tag_name'.,No. No workflow-level description is provided to explain the purpose and context of the automation.,Yes.,Yes.,No. on event is not explicitly specified. It defaults to pull_request_target.,Yes.,N/A. The runner image version is not compared with an up-to-date one.,N/A. No schedule configuration is provided.,"N/A. The pull_request_target event is used, but no additional safeguards are specified.",N/A. The fetch-depth parameter is not present in the provided workflow.,N/A. No system dependencies or runner versions are explicitly pinned.,N/A. No fragile synchronization methods are used in the provided workflow.,No. The runner is using a floating tag (ubuntu-latest).,Yes.,Yes.,N/A. The provided configuration does not control the access level for the GITHUB_TOKEN.,N/A. The workflow does not show job dependencies.,N/A. No tokens are used for publishing or releasing artifacts in this workflow.,Yes.,"Yes, permissions are defined explicitly and scoped to the minimum required access levels (pull-requests: write).","Yes, job-level permissions are scoped narrowly to follow the principle of least privilege.",N/A. Job permissions are not explicitly scoped in this workflow.,Yes.,N/A. The workflow does not contain explicit shell or working directory settings for individual steps.,Yes.,N/A. Environment variables are not defined in the provided configuration.,"N/A. Default shell and working-directory settings are not explicitly set, so it's not possible to validate consistency across steps and jobs.",Yes.,N/A.,N/A.,Yes.,N/A.,N/A.,N/A.,N/A.,N/A.,N/A.,N/A.,N/A.,N/A.,Yes.,N/A.,N/A.,Yes.,Yes.,Yes.,N/A.,No. Secrets are not stored securely in GitHub's Secret Manager.,N/A.,N/A.,N/A.,N/A.,N/A.,N/A.,No. Appropriate failure handling and notification mechanisms are not in place.,N/A.,N/A.,N/A.,N/A.,N/A.,N/A.,N/A.,N/A.,N/A.,N/A.,N/A.,N/A.,"No. The workflow is not designed according to best practices regarding security, modularity, and maintainability.",N/A.,N/A.,N/A.,Yes. Lack of modular structure for testing in the workflow.,No. Missing job isolation.,Yes.,Yes.,Yes.,Yes.,Yes.,N/A. The provided workflow does not pass data between jobs.,N/A.,No. Concurrency is not explicitly configured.,N/A.,No. Concurrency control is not implemented.,No. A concurrency key is not used.,Yes.,"N/A. This question is not applicable as it asks for a time limit set for the workflow, but the provided YAML does not define a time limit for the entire workflow.",Yes.,Yes.,"N/A. The provided YAML does not explicitly configure job or step timeouts to prevent resource exhaustion or indefinite runs, but it is using an external action (hmarr/auto-approve-action) which may have its own timeout settings.",Yes.,Yes.,Yes.,N/A. The provided workflow does not use duplicate-skipping strategies.,N/A. The provided workflow does not define a caching strategy.,N/A. The provided workflow does not implement dependency caching.,N/A. The provided workflow does not define matrix variables.,N/A. The provided workflow does not use matrix jobs.,Yes.,N/A.
java/Euphillya@Skyllia/gha_build-dev.yml,mistral:7b,32,1,7,Yes.,Yes.,N/A. The provided workflow does not use inputs.,No. No workflow-level description is provided.,Yes.,Yes.,No. on event list is not explicitly specified,Yes.,N/A.,N/A.,N/A.,N/A.,N/A.,N/A.,N/A.,No. Missing branch filtering in push event,Yes.,No. Access level for GITHUB_TOKEN is not controlled at workflow or job level.,N/A. There are no dependencies between jobs in the provided configuration.,No. Tokens used for publishing artifacts (CRYPTOBOT_RELEASE_TOKEN) are not scoped specifically to the job and stored securely.,Yes.,N/A. Permissions are not explicitly defined in the provided configuration.,"No. Job-level permissions (e.g., skyllia-dev) are not scoped narrowly to follow the principle of least privilege.",N/A. Job permissions are not explicitly scoped in the provided configuration.,Yes.,"No. jobs.skyllia-dev.steps[0].run does not explicitly set the shell, but it inherits from the default (ubuntu-22.04 in this case).",Yes.,N/A. The provided workflow does not seem to use environment variables that should be defined at the workflow or job level.,"No. jobs.skyllia-dev.steps[0].uses does not explicitly set the shell, and jobs.skyllia-dev.steps[4] does not set a working directory.",Yes.,Yes.,N/A. No validation is shown in the provided workflow.,Yes.,N/A. The configuration does not show any hardcoded credentials.,N/A. No curl usage for downloading binaries from external sources is shown in the provided workflow.,N/A. The Docker build process is not shown in the provided workflow.,Yes.,N/A. No elevated privileges are used in the provided workflow.,N/A. The Docker build process is not shown in the provided workflow.,N/A. Container images and external resources are not explicitly defined in the provided workflow.,Yes.,N/A. No dynamic resolution of environment variables or paths is shown in the provided workflow.,Yes.,N/A. No excessive environment variables set using $GITHUB_ENV are shown in the provided workflow.,N/A. The required environment variable 'WEB3_PROVIDER_URL' is not used in the jobs provided.,Yes.,Yes.,Yes.,N/A.,N/A.,N/A.,N/A.,N/A.,Yes. (cache: 'gradle'),N/A.,No. Uses actions/checkout@v4 instead of a specific commit SHA,N/A.,N/A.,Yes. (avoiding keys like linux-build-ubuntu-22.04),Yes.,N/A.,N/A.,N/A.,N/A.,N/A.,N/A.,N/A.,N/A.,Yes. (cache: 'gradle'),N/A.,N/A.,N/A.,N/A.,"No. Lack of modular structure, no separate job for testing in workflow",N/A.,Yes.,No. No explicit job dependencies are defined.,Yes.,Yes.,Yes.,N/A.,No. Concurrency is not explicitly configured.,N/A. The configuration does not set concurrent limits for the workflow or jobs.,N/A. There's no evidence of concurrency control to prevent overlapping or duplicate workflow executions.,N/A. Concurrency control for managing parallel executions safely is not implemented in this configuration.,No. A concurrency key is not used to prevent overlapping runs where necessary.,Yes.,N/A.,No. No explicit timeout is set for the job in the provided workflow.,No. No explicit timeout is defined for the workflow.,N/A.,N/A.,Yes.,Yes.,N/A.,N/A.,N/A.,No. Matrix variables are not validated.,N/A.,Yes.,N/A.
java/EventStore@EventStoreDB-Client-Java/gha_tests.yml,mistral:7b,111,4,18,Yes.,Yes.,N/A. The provided configuration does not validate inputs before use.,No. No workflow-level description is provided to explain the purpose and context of the automation.,Yes.,"No. The workflow is triggered by 'workflow_call' event, but no specific branches or events are specified.",Yes.,N/A. The runner image is not explicitly pinned to a specific version.,N/A. The runner image used is not compared with an outdated one.,N/A. No schedule configuration is provided in the workflow.,N/A. The pull_request_target event is not used in this workflow.,N/A. The fetch-depth parameter is not specified in actions/checkout.,N/A. No explicit versioning for runners and system dependencies is observed.,N/A. Fragile synchronization methods like 'sleep' or 'xvfb-run' are not used in this workflow.,N/A. The runner is not explicitly versioned.,No. Missing branch filtering in push event filter.,Yes.,No. Access level for the GITHUB_TOKEN is not controlled at workflow or job level.,N/A. The provided configuration does not show job dependencies.,No. Tokens used for publishing artifacts are not scoped specifically to the job and stored securely.,Yes.,N/A. Permissions are not explicitly defined in the provided configuration.,N/A. Job-level or workflow-level permissions are not shown in the provided configuration.,N/A. Job permissions are not explicitly scoped in the provided configuration.,Yes.,Yes.,Yes.,"N/A. The environment variables are not hardcoded within individual steps, but they are defined at the job level.",Yes.,Yes.,No. Environment variables are not defined for all jobs and specific steps. Only the 'env' key in the 'Execute Gradle build' step is defining environment variables.,N/A. There is no evidence of environment variable validation in the provided workflow.,Yes.,N/A. Credentials are not explicitly mentioned in the provided workflow.,N/A. The use of curl is not observed in the provided workflow.,N/A. The Docker build process is not directly visible in the provided workflow.,Yes.,N/A. There is no evidence of elevated privileges usage in the provided workflow.,N/A. The Docker build process is not directly visible in the provided workflow.,No. Container images are not explicitly defined to prevent ambiguity or accidental use of unintended sources.,"N/A. Sensitive environment variables are passed securely to commands, but there's no explicit mention of GITHUB_TOKEN in the provided workflow.",N/A. Environment-specific paths or variables are not dynamically resolved in the provided workflow.,Yes.,No. Excessive environment variables set using $GITHUB_ENV are observed in the 'provide_docker' job.,N/A. Required environment variables are not explicitly checked for jobs that depend on them in the provided workflow.,Yes.,Yes.,Yes.,N/A.,No. Secrets are hardcoded in the YAML file.,N/A.,N/A.,N/A.,Yes.,Yes.,No. Third-party actions are not pinned to specific commit SHAs.,Yes.,N/A.,Yes.,Yes.,N/A.,Yes.,N/A.,No. Conditional job execution is handled using pre-jobs.,N/A.,N/A.,N/A.,N/A.,Yes.,"Yes. Partially: The workflow follows some best practices, but it lacks proper input validation and error handling.",No. Inputs are not validated or sanitized.,Yes.,Yes.,"No. Jobs are not modular, with testing steps mixed with build and deployment steps.",N/A.,Yes.,Yes.,Yes.,Yes.,Yes.,"N/A. The workflow does not seem to pass data between jobs explicitly, but job outputs are used in subsequent steps within the same job.",No. Concurrency is not explicitly configured.,N/A. The configuration does not limit concurrent runs of a workflow or job.,No. Concurrency control is not used to prevent overlapping or duplicate workflow executions.,No. Concurrency control for managing parallel executions safely is not implemented.,N/A. The configuration does not use a concurrency key where necessary.,Yes.,N/A.,No. No explicit timeout is set for individual jobs in the workflow.,No. No explicit timeout is defined for the entire workflow.,N/A.,N/A.,Yes.,Yes.,N/A. The workflow does not appear to use duplicate-skipping strategies.,N/A. The provided configuration does not show the use of dynamic or scoped cache keys.,N/A. Dependency caching is not implemented using 'actions/cache' in this workflow.,N/A. Matrix variables are not explicitly validated or constrained in this configuration.,N/A. A caching strategy is not used within matrix jobs to avoid redundant work across configurations.,Yes.,N/A.
java/EventStore@samples/gha_build.cqrs_flow.dotnet.yml,mistral:7b,30,1,7,Yes.,Yes.,N/A. The provided workflow does not use inputs.,No. No workflow-level description is provided.,Yes.,No. on event is set to 'push' and branches are filtered to 'main'.,Yes.,No. The runner image uses the floating tag 'ubuntu-latest'.,N/A. This question does not relate to the configuration provided.,N/A. This workflow does not have a schedule configuration.,"N/A. The pull_request event is present, but no safeguards are specified in this example.",N/A. The fetch-depth parameter is not explicitly set in the checkout step.,N/A. No dependencies are explicitly pinned to specific versions.,N/A. No fragile synchronization methods like 'sleep' or 'xvfb-run' are used in this example.,No. The runner is using the floating tag 'ubuntu-latest'.,Yes.,Yes.,N/A. GITHUB_TOKEN access level is not controlled explicitly in this workflow.,"No. The workflow could potentially be simplified by consolidating steps into a single job, such as combining the 'Setup .NET Core' and 'Restore NuGet packages' steps.",N/A. No tokens are used for publishing or releasing artifacts in this workflow.,Yes.,N/A. Permissions are not explicitly defined in this workflow.,N/A. Job-level permissions are not scoped narrowly to follow the principle of least privilege in this workflow.,N/A. Job permissions are not explicitly scoped in this workflow.,Yes.,Yes.,Yes.,N/A.,Yes.,Yes.,N/A.,N/A.,No. Secrets MINIKUBE_VERSION and KUBERNETES_VERSION are exposed in the workflow,N/A.,N/A.,N/A.,Yes.,N/A.,N/A.,N/A.,N/A.,N/A.,No. Secrets are exposed in the workflow,No. Excessive environment variables set using $GITHUB_ENV,N/A.,Yes.,Yes.,Yes.,N/A.,No. Secrets are hardcoded in the YAML file.,N/A.,N/A.,N/A.,Yes.,Yes.,No. Third-party actions are not pinned to specific commit SHAs.,N/A.,N/A.,Yes.,Yes.,N/A.,Yes.,N/A.,N/A.,N/A.,N/A.,N/A.,N/A.,Yes.,Yes. Partially,N/A.,N/A.,N/A.,No. Jobs are not modular with separate testing job.,Yes.,Yes.,No. No explicit job dependencies are defined.,Yes. Dependencies between jobs are declared using 'needs'.,Yes.,No. Jobs do not pass data to subsequent jobs.,N/A. Job outputs are not defined or used in this workflow.,No. Concurrency is not explicitly configured.,N/A. The configuration does not limit concurrent runs of a workflow or job.,N/A. The configuration does not control concurrent executions of the workflow.,N/A. The configuration does not implement concurrency control for managing parallel executions safely.,No. Concurrency is not explicitly configured using a concurrency key.,Yes.,N/A.,No. No explicit timeout value is set for the job in the YAML file.,No. No explicit timeout value is defined for the workflow or jobs within it.,N/A.,N/A.,Yes.,Yes.,N/A.,N/A.,N/A.,No. Matrix variables are not validated.,N/A.,Yes.,N/A.
java/FEMR@femr/gha_scala.yml,mistral:7b,28,1,4,Yes.,Yes.,No. The input 'tag_name' is not used in this workflow.,N/A. No workflow-level description provided.,Yes.,Yes.,No. Events that trigger the workflow are not explicitly specified.,Yes.,N/A. The runner image version is not compared with an up-to-date one.,N/A. No schedule configuration is provided.,No. Appropriate safeguards to prevent security risks from untrusted contributions are not evident.,N/A. The fetch-depth parameter is not specified in the actions/checkout step.,Yes.,N/A. No fragile synchronization methods are used in this workflow.,No. The runner is not explicitly versioned.,No. Branch filtering in push event filter is missing.,Yes.,No. GITHUB_TOKEN access level is not controlled at workflow or job level.,N/A. There are no dependencies between jobs in the provided configuration.,No. Tokens used for publishing artifacts (CRYPTOBOT_RELEASE_TOKEN) are not scoped specifically to the job and stored securely.,Yes.,N/A. Permissions are not explicitly defined in the provided configuration.,No. Job-level permissions are not scoped narrowly to follow the principle of least privilege (all steps within a job run with the same privileges).,N/A. Job permissions are not explicitly scoped in the provided configuration.,Yes.,Yes.,Yes.,N/A.,Yes.,Yes.,Yes.,N/A. No validation is shown in the provided YAML.,Yes.,N/A. Credentials are not shown in the provided YAML.,N/A. curl is not used for downloading binaries from external sources.,N/A. Docker build process details are not shown in the provided YAML.,Yes.,N/A. No use of elevated privileges is shown in the provided YAML.,N/A. Docker build process details are not shown in the provided YAML.,N/A. Container images and external resources are not explicitly defined.,N/A. Sensitive environment variables are not passed to commands.,N/A. Environment-specific paths or variables are not dynamically resolved.,Yes.,N/A. No excessive environment variables set using $GITHUB_ENV is shown in the provided YAML.,N/A. Required environment variables are not explicitly defined for jobs.,Yes.,Yes.,Yes.,N/A.,No. Secrets are hardcoded in the YAML file.,N/A.,N/A.,N/A.,Yes.,N/A.,No. Third-party actions are not pinned to specific commit SHAs.,N/A.,N/A.,Yes.,N/A.,N/A.,No. Command-line tools are not wrapped with proper failure detection.,N/A.,N/A.,N/A.,N/A.,N/A.,N/A.,Yes.,Yes. Partially,N/A.,N/A.,N/A.,No. Jobs are not modular with separate testing.,N/A.,Yes.,"No. Jobs do not have explicit dependencies defined, they are all executed sequentially.",N/A. There is no need to declare dependencies between jobs in this workflow as there is only one job.,Yes.,Yes.,N/A.,No. Concurrency is not explicitly configured.,N/A. The question does not relate to the configuration provided as there's no concurrent limit specified.,N/A. The question does not relate to the configuration provided as there's no concurrency control specified.,N/A. The question does not relate to the configuration provided as there's no concurrency control for managing parallel executions safely.,No. Concurrency is not explicitly configured using a key.,Yes.,N/A.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,N/A.,Yes.,Yes.,No. Matrix variables are not explicitly validated.,No. No caching mechanism is used to store dependencies within matrix jobs.,Yes.,N/A.
